OID,Province_S,Country_Re,Lat,Lon,date,number_of_cases,number_of_deaths,number_of_recovered,coordinate,
, ,Norway,60.472,8.4689,1/22/2020 0:00,0,0,0,"8.4689,60.472",
, ,Oman,21,57,1/22/2020 0:00,0,0,0,"57,21",
, ,Pakistan,30.3753,69.3451,1/22/2020 0:00,0,0,0,"69.3451,30.3753",
, ,Panama,8.538,-80.7821,1/22/2020 0:00,0,0,0,"-80.7821,8.538",
, ,Papua New Guinea,-6.315,143.9555,1/22/2020 0:00,0,0,0,"143.9555,-6.315",
, ,Paraguay,-23.4425,-58.4438,1/22/2020 0:00,0,0,0,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,1/22/2020 0:00,0,0,0,"-75.0152,-9.19",
, ,Philippines,13,122,1/22/2020 0:00,0,0,0,"122,13",
, ,Poland,51.9194,19.1451,1/22/2020 0:00,0,0,0,"19.1451,51.9194",
, ,Costa Rica,9.7489,-83.7534,1/24/2020 0:00,0,0,0,"-83.7534,9.7489",
, ,Cote d'Ivoire,7.54,-5.5471,1/24/2020 0:00,0,0,0,"-5.5471,7.54",
, ,Croatia,45.1,15.2,1/24/2020 0:00,0,0,0,"15.2,45.1",
, ,Cuba,22,-80,1/24/2020 0:00,0,0,0,"-80,22",
, ,Cyprus,35.1264,33.4299,1/24/2020 0:00,0,0,0,"33.4299,35.1264",
, ,Czechia,49.8175,15.473,1/24/2020 0:00,0,0,0,"15.473,49.8175",
,Faroe Islands,Denmark,61.8926,-6.9118,1/24/2020 0:00,0,0,0,"-6.9118,61.8926",
,Greenland,Denmark,71.7069,-42.6043,1/24/2020 0:00,0,0,0,"-42.6043,71.7069",
, ,Denmark,56.2639,9.5018,1/24/2020 0:00,0,0,0,"9.5018,56.2639",
, ,Diamond Princess,0,0,1/24/2020 0:00,0,0,0,"0,0",
, ,Djibouti,11.8251,42.5903,1/24/2020 0:00,0,0,0,"42.5903,11.8251",
, ,Dominica,15.415,-61.371,1/24/2020 0:00,0,0,0,"-61.371,15.415",
, ,Dominican Republic,18.7357,-70.1627,1/24/2020 0:00,0,0,0,"-70.1627,18.7357",
, ,Ecuador,-1.8312,-78.1834,1/24/2020 0:00,0,0,0,"-78.1834,-1.8312",
, ,Egypt,26,30,1/24/2020 0:00,0,0,0,"30,26",
, ,El Salvador,13.7942,-88.8965,1/24/2020 0:00,0,0,0,"-88.8965,13.7942",
, ,Equatorial Guinea,1.5,10,1/24/2020 0:00,0,0,0,"10,1.5",
, ,Eritrea,15.1794,39.7823,1/24/2020 0:00,0,0,0,"39.7823,15.1794",
, ,Estonia,58.5953,25.0136,1/24/2020 0:00,0,0,0,"25.0136,58.5953",
, ,Eswatini,-26.5225,31.4659,1/24/2020 0:00,0,0,0,"31.4659,-26.5225",
, ,Ethiopia,9.145,40.4897,1/24/2020 0:00,0,0,0,"40.4897,9.145",
, ,Fiji,-17.7134,178.065,1/24/2020 0:00,0,0,0,"178.065,-17.7134",
, ,Finland,64,26,1/24/2020 0:00,0,0,0,"26,64",
,French Guiana,France,3.9339,-53.1258,1/24/2020 0:00,0,0,0,"-53.1258,3.9339",
,French Polynesia,France,-17.6797,149.4068,1/24/2020 0:00,0,0,0,"149.4068,-17.6797",
,Guadeloupe,France,16.25,-61.5833,1/24/2020 0:00,0,0,0,"-61.5833,16.25",
, ,Oman,21,57,1/24/2020 0:00,0,0,0,"57,21",
,Martinique,France,14.6415,-61.0242,1/24/2020 0:00,0,0,0,"-61.0242,14.6415",
,Mayotte,France,-12.8275,45.1662,1/24/2020 0:00,0,0,0,"45.1662,-12.8275",
,New Caledonia,France,-20.9043,165.618,1/24/2020 0:00,0,0,0,"165.618,-20.9043",
,Reunion,France,-21.1351,55.2471,1/24/2020 0:00,0,0,0,"55.2471,-21.1351",
, ,Pakistan,30.3753,69.3451,1/24/2020 0:00,0,0,0,"69.3451,30.3753",
,Saint Barthelemy,France,17.9,-62.8333,1/24/2020 0:00,0,0,0,"-62.8333,17.9",
, ,Panama,8.538,-80.7821,1/24/2020 0:00,0,0,0,"-80.7821,8.538",
,St Martin,France,18.0708,-63.0501,1/24/2020 0:00,0,0,0,"-63.0501,18.0708",
, ,Papua New Guinea,-6.315,143.9555,1/24/2020 0:00,0,0,0,"143.9555,-6.315",
, ,France,46.2276,2.2137,1/24/2020 0:00,2,0,0,"2.2137,46.2276",
, ,Paraguay,-23.4425,-58.4438,1/24/2020 0:00,0,0,0,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,1/24/2020 0:00,0,0,0,"-75.0152,-9.19",
, ,Philippines,13,122,1/24/2020 0:00,0,0,0,"122,13",
, ,Poland,51.9194,19.1451,1/24/2020 0:00,0,0,0,"19.1451,51.9194",
, ,Portugal,39.3999,-8.2245,1/24/2020 0:00,0,0,0,"-8.2245,39.3999",
, ,Qatar,25.3548,51.1839,1/24/2020 0:00,0,0,0,"51.1839,25.3548",
, ,Romania,45.9432,24.9668,1/24/2020 0:00,0,0,0,"24.9668,45.9432",
, ,Russia,60,90,1/24/2020 0:00,0,0,0,"90,60",
, ,Rwanda,-1.9403,29.8739,1/24/2020 0:00,0,0,0,"29.8739,-1.9403",
, ,Saint Kitts and Nevis,17.357822,-62.782998,1/24/2020 0:00,0,0,0,"-62.782998,17.357822",
, ,Saint Lucia,13.9094,-60.9789,1/24/2020 0:00,0,0,0,"-60.9789,13.9094",
, ,Saint Vincent and the Grenadines,12.9843,-61.2872,1/24/2020 0:00,0,0,0,"-61.2872,12.9843",
, ,San Marino,43.9424,12.4578,1/24/2020 0:00,0,0,0,"12.4578,43.9424",
, ,Saudi Arabia,24,45,1/24/2020 0:00,0,0,0,"45,24",
, ,Senegal,14.4974,-14.4524,1/24/2020 0:00,0,0,0,"-14.4524,14.4974",
, ,Serbia,44.0165,21.0059,1/24/2020 0:00,0,0,0,"21.0059,44.0165",
, ,Seychelles,-4.6796,55.492,1/24/2020 0:00,0,0,0,"55.492,-4.6796",
, ,Singapore,1.2833,103.8333,1/24/2020 0:00,3,0,0,"103.8333,1.2833",
, ,Slovakia,48.669,19.699,1/24/2020 0:00,0,0,0,"19.699,48.669",
, ,Slovenia,46.1512,14.9955,1/24/2020 0:00,0,0,0,"14.9955,46.1512",
, ,Somalia,5.1521,46.1996,1/24/2020 0:00,0,0,0,"46.1996,5.1521",
, ,South Africa,-30.5595,22.9375,1/24/2020 0:00,0,0,0,"22.9375,-30.5595",
, ,Spain,40,-4,1/24/2020 0:00,0,0,0,"-4,40",
, ,Sri Lanka,7,81,1/24/2020 0:00,0,0,0,"81,7",
, ,Sudan,12.8628,30.2176,1/24/2020 0:00,0,0,0,"30.2176,12.8628",
, ,Suriname,3.9193,-56.0278,1/24/2020 0:00,0,0,0,"-56.0278,3.9193",
, ,Sweden,63,16,1/24/2020 0:00,0,0,0,"16,63",
, ,Switzerland,46.8182,8.2275,1/24/2020 0:00,0,0,0,"8.2275,46.8182",
, ,Syria,34.802075,38.996815,1/24/2020 0:00,0,0,0,"38.996815,34.802075",
, ,Taiwan*,23.7,121,1/24/2020 0:00,3,0,0,"121,23.7",
, ,Tanzania,-6.369,34.8888,1/24/2020 0:00,0,0,0,"34.8888,-6.369",
, ,Thailand,15,101,1/24/2020 0:00,5,0,0,"101,15",
, ,Timor-Leste,-8.874217,125.727539,1/24/2020 0:00,0,0,0,"125.727539,-8.874217",
, ,Togo,8.6195,0.8248,1/24/2020 0:00,0,0,0,"0.8248,8.6195",
, ,Trinidad and Tobago,10.6918,-61.2225,1/24/2020 0:00,0,0,0,"-61.2225,10.6918",
, ,Tunisia,34,9,1/24/2020 0:00,0,0,0,"9,34",
, ,Turkey,38.9637,35.2433,1/24/2020 0:00,0,0,0,"35.2433,38.9637",
, ,US,37.0902,-95.7129,1/24/2020 0:00,2,0,0,"-95.7129,37.0902",
, ,Uganda,1,32,1/24/2020 0:00,0,0,0,"32,1",
, ,Ukraine,48.3794,31.1656,1/24/2020 0:00,0,0,0,"31.1656,48.3794",
, ,United Arab Emirates,24,54,1/24/2020 0:00,0,0,0,"54,24",
,Anguilla,United Kingdom,18.2206,-63.0686,1/24/2020 0:00,0,0,0,"-63.0686,18.2206",
,Bermuda,United Kingdom,32.3078,-64.7505,1/24/2020 0:00,0,0,0,"-64.7505,32.3078",
,British Virgin Islands,United Kingdom,18.4207,-64.64,1/24/2020 0:00,0,0,0,"-64.64,18.4207",
,Cayman Islands,United Kingdom,19.3133,-81.2546,1/24/2020 0:00,0,0,0,"-81.2546,19.3133",
,Channel Islands,United Kingdom,49.3723,-2.3644,1/24/2020 0:00,0,0,0,"-2.3644,49.3723",
,Gibraltar,United Kingdom,36.1408,-5.3536,1/24/2020 0:00,0,0,0,"-5.3536,36.1408",
,Isle of Man,United Kingdom,54.2361,-4.5481,1/24/2020 0:00,0,0,0,"-4.5481,54.2361",
,Montserrat,United Kingdom,16.7425,-62.1874,1/24/2020 0:00,0,0,0,"-62.1874,16.7425",
,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,1/24/2020 0:00,0,0,0,"-71.7979,21.694",
, ,United Kingdom,55.3781,-3.436,1/24/2020 0:00,0,0,0,"-3.436,55.3781",
, ,Uruguay,-32.5228,-55.7658,1/24/2020 0:00,0,0,0,"-55.7658,-32.5228",
, ,Uzbekistan,41.3775,64.5853,1/24/2020 0:00,0,0,0,"64.5853,41.3775",
, ,Venezuela,6.4238,-66.5897,1/24/2020 0:00,0,0,0,"-66.5897,6.4238",
, ,Vietnam,16,108,1/24/2020 0:00,2,0,0,"108,16",
, ,West Bank and Gaza,31.9522,35.2332,1/24/2020 0:00,0,0,0,"35.2332,31.9522",
, ,Zambia,-15.4167,28.2833,1/24/2020 0:00,0,0,0,"28.2833,-15.4167",
, ,Zimbabwe,-20,30,1/24/2020 0:00,0,0,0,"30,-20",
, ,Afghanistan,33,65,1/25/2020 0:00,0,0,0,"65,33",
, ,Albania,41.1533,20.1683,1/25/2020 0:00,0,0,0,"20.1683,41.1533",
, ,Algeria,28.0339,1.6596,1/25/2020 0:00,0,0,0,"1.6596,28.0339",
, ,Andorra,42.5063,1.5218,1/25/2020 0:00,0,0,2,"1.5218,42.5063",
, ,Angola,-11.2027,17.8739,1/25/2020 0:00,0,0,0,"17.8739,-11.2027",
, ,Antigua and Barbuda,17.0608,-61.7964,1/25/2020 0:00,0,0,0,"-61.7964,17.0608",
, ,Argentina,-38.4161,-63.6167,1/25/2020 0:00,0,0,0,"-63.6167,-38.4161",
, ,Armenia,40.0691,45.0382,1/25/2020 0:00,0,0,0,"45.0382,40.0691",
,Australian Capital Territory,Australia,-35.4735,149.0124,1/25/2020 0:00,0,0,0,"149.0124,-35.4735",
,New South Wales,Australia,-33.8688,151.2093,1/25/2020 0:00,0,0,0,"151.2093,-33.8688",
,Northern Territory,Australia,-12.4634,130.8456,1/25/2020 0:00,0,0,0,"130.8456,-12.4634",
,Queensland,Australia,-28.0167,153.4,1/25/2020 0:00,0,0,32,"153.4,-28.0167",
,South Australia,Australia,-34.9285,138.6007,1/25/2020 0:00,0,0,0,"138.6007,-34.9285",
,Tasmania,Australia,-41.4545,145.9707,1/25/2020 0:00,0,0,0,"145.9707,-41.4545",
,Victoria,Australia,-37.8136,144.9631,1/25/2020 0:00,0,0,1,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,1/25/2020 0:00,0,0,0,"115.8605,-31.9505",
, ,Austria,47.5162,14.5501,1/25/2020 0:00,0,0,0,"14.5501,47.5162",
, ,Azerbaijan,40.1431,47.5769,1/25/2020 0:00,0,0,0,"47.5769,40.1431",
, ,Bahamas,25.0343,-77.3963,1/25/2020 0:00,0,0,0,"-77.3963,25.0343",
, ,Bahrain,26.0275,50.55,1/25/2020 0:00,0,0,0,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,1/25/2020 0:00,0,0,0,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,1/25/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,1/25/2020 0:00,0,0,0,"27.9534,53.7098",
, ,Belgium,50.8333,4,1/25/2020 0:00,0,0,1,"4,50.8333",
, ,Belize,13.1939,-59.5432,1/25/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,1/25/2020 0:00,0,0,0,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,1/25/2020 0:00,0,0,0,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,1/25/2020 0:00,0,0,0,"-63.5887,-16.2902",
, ,Bosnia and Herzegovina,43.9159,17.6791,1/25/2020 0:00,0,0,0,"17.6791,43.9159",
, ,Botswana,-22.3285,24.6849,1/25/2020 0:00,0,0,0,"24.6849,-22.3285",
, ,Brazil,-14.235,-51.9253,1/25/2020 0:00,0,0,0,"-51.9253,-14.235",
, ,Brunei,4.5353,114.7277,1/25/2020 0:00,0,0,0,"114.7277,4.5353",
, ,Bulgaria,42.7339,25.4858,1/25/2020 0:00,0,0,1,"25.4858,42.7339",
, ,Burkina Faso,12.2383,-1.5616,1/25/2020 0:00,0,0,0,"-1.5616,12.2383",
, ,Burma,21.9162,95.956,1/25/2020 0:00,0,0,0,"95.956,21.9162",
, ,Cabo Verde,16.5388,-23.0418,1/25/2020 0:00,0,0,0,"-23.0418,16.5388",
, ,Cambodia,11.55,104.9167,1/25/2020 0:00,0,0,0,"104.9167,11.55",
, ,Cameroon,3.848,11.5021,1/25/2020 0:00,0,0,0,"11.5021,3.848",
,Alberta,Canada,53.9333,-116.5765,1/25/2020 0:00,0,0,0,"-116.5765,53.9333",
, ,Gabon,-0.8037,11.6094,1/24/2020 0:00,0,0,0,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,1/24/2020 0:00,0,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,1/24/2020 0:00,0,0,0,"43.3569,42.3154",
, ,Germany,51,9,1/24/2020 0:00,0,0,0,"9,51",
, ,Ghana,7.9465,-1.0232,1/24/2020 0:00,0,0,0,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,1/24/2020 0:00,0,0,0,"21.8243,39.0742",
,British Columbia,Canada,49.2827,-123.1207,1/25/2020 0:00,0,0,0,"-123.1207,49.2827",
, ,Grenada,12.1165,-61.679,1/24/2020 0:00,0,0,0,"-61.679,12.1165",
,Diamond Princess,Canada,0,0,1/25/2020 0:00,0,0,0,"0,0",
, ,Guatemala,15.7835,-90.2308,1/24/2020 0:00,0,0,0,"-90.2308,15.7835",
,Grand Princess,Canada,37.6489,-122.6655,1/25/2020 0:00,0,0,0,"-122.6655,37.6489",
, ,Guinea,9.9456,-9.6966,1/24/2020 0:00,0,0,0,"-9.6966,9.9456",
,Manitoba,Canada,53.7609,-98.8139,1/25/2020 0:00,0,0,0,"-98.8139,53.7609",
, ,Guinea-Bissau,11.8037,-15.1804,1/24/2020 0:00,0,0,0,"-15.1804,11.8037",
,New Brunswick,Canada,46.5653,-66.4619,1/25/2020 0:00,0,0,0,"-66.4619,46.5653",
, ,Guyana,5,-58.75,1/24/2020 0:00,0,0,0,"-58.75,5",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/25/2020 0:00,0,0,0,"-57.6604,53.1355",
, ,Haiti,18.9712,-72.2852,1/24/2020 0:00,0,0,0,"-72.2852,18.9712",
,Northwest Territories,Canada,64.8255,-124.8457,1/25/2020 0:00,0,0,0,"-124.8457,64.8255",
, ,Holy See,41.9029,12.4534,1/24/2020 0:00,0,0,0,"12.4534,41.9029",
,Nova Scotia,Canada,44.682,-63.7443,1/25/2020 0:00,0,0,0,"-63.7443,44.682",
, ,Honduras,15.2,-86.2419,1/24/2020 0:00,0,0,0,"-86.2419,15.2",
,Ontario,Canada,51.2538,-85.3232,1/25/2020 0:00,0,0,0,"-85.3232,51.2538",
, ,Hungary,47.1625,19.5033,1/24/2020 0:00,0,0,0,"19.5033,47.1625",
,Prince Edward Island,Canada,46.5107,-63.4168,1/25/2020 0:00,0,0,0,"-63.4168,46.5107",
, ,Iceland,64.9631,-19.0208,1/24/2020 0:00,0,0,0,"-19.0208,64.9631",
,Quebec,Canada,52.9399,-73.5491,1/25/2020 0:00,0,0,0,"-73.5491,52.9399",
, ,India,21,78,1/24/2020 0:00,0,0,0,"78,21",
,Recovered,Canada,0,0,1/25/2020 0:00,0,0,0,"0,0",
, ,Indonesia,-0.7893,113.9213,1/24/2020 0:00,0,0,0,"113.9213,-0.7893",
, ,Honduras,15.2,-86.2419,1/25/2020 0:00,0,0,0,"-86.2419,15.2",
,Saskatchewan,Canada,52.9399,-106.4509,1/25/2020 0:00,0,0,0,"-106.4509,52.9399",
, ,Iran,32,53,1/24/2020 0:00,0,0,0,"53,32",
, ,Hungary,47.1625,19.5033,1/25/2020 0:00,0,0,0,"19.5033,47.1625",
,Yukon,Canada,64.2823,-135,1/25/2020 0:00,0,0,0,"-135,64.2823",
, ,Iraq,33,44,1/24/2020 0:00,0,0,0,"44,33",
, ,Israel,31,35,1/23/2020 0:00,0,0,0,"35,31",
, ,Iceland,64.9631,-19.0208,1/25/2020 0:00,0,0,0,"-19.0208,64.9631",
, ,Central African Republic,6.6111,20.9394,1/25/2020 0:00,0,0,0,"20.9394,6.6111",
, ,Chad,15.4542,18.7322,1/25/2020 0:00,0,0,0,"18.7322,15.4542",
, ,Chile,-35.6751,-71.543,1/25/2020 0:00,0,0,0,"-71.543,-35.6751",
,Anhui,China,31.8257,117.2264,1/25/2020 0:00,39,0,0,"117.2264,31.8257",
,Beijing,China,40.1824,116.4142,1/25/2020 0:00,41,0,0,"116.4142,40.1824",
,Chongqing,China,30.0572,107.874,1/25/2020 0:00,57,0,0,"107.874,30.0572",
,Fujian,China,26.0789,117.9874,1/25/2020 0:00,18,0,0,"117.9874,26.0789",
,Gansu,China,37.8099,101.0583,1/25/2020 0:00,4,0,0,"101.0583,37.8099",
,Guangdong,China,23.3417,113.4244,1/25/2020 0:00,78,0,0,"113.4244,23.3417",
,Guangxi,China,23.8298,108.7881,1/25/2020 0:00,23,0,0,"108.7881,23.8298",
,Guizhou,China,26.8154,106.8748,1/25/2020 0:00,4,0,0,"106.8748,26.8154",
,Hainan,China,19.1959,109.7453,1/25/2020 0:00,19,0,0,"109.7453,19.1959",
,Hebei,China,39.549,116.1306,1/25/2020 0:00,8,1,0,"116.1306,39.549",
,Heilongjiang,China,47.862,127.7615,1/25/2020 0:00,9,1,0,"127.7615,47.862",
,Henan,China,33.882,113.614,1/25/2020 0:00,32,0,0,"113.614,33.882",
,Hong Kong,China,22.3,114.2,1/25/2020 0:00,5,0,0,"114.2,22.3",
,Hubei,China,30.9756,112.2707,1/25/2020 0:00,761,40,0,"112.2707,30.9756",
,Hunan,China,27.6104,111.7088,1/25/2020 0:00,43,0,0,"111.7088,27.6104",
,Inner Mongolia,China,44.0935,113.9448,1/25/2020 0:00,7,0,0,"113.9448,44.0935",
,Jiangsu,China,32.9711,119.455,1/25/2020 0:00,18,0,0,"119.455,32.9711",
,Jiangxi,China,27.614,115.7221,1/25/2020 0:00,18,0,0,"115.7221,27.614",
,Jilin,China,43.6661,126.1923,1/25/2020 0:00,4,0,0,"126.1923,43.6661",
,Liaoning,China,41.2956,122.6085,1/25/2020 0:00,17,0,0,"122.6085,41.2956",
,Macau,China,22.1667,113.55,1/25/2020 0:00,2,0,0,"113.55,22.1667",
,Ningxia,China,37.2692,106.1655,1/25/2020 0:00,3,0,0,"106.1655,37.2692",
,Qinghai,China,35.7452,95.9956,1/25/2020 0:00,1,0,0,"95.9956,35.7452",
,Shaanxi,China,35.1917,108.8701,1/25/2020 0:00,15,0,0,"108.8701,35.1917",
,Shandong,China,36.3427,118.1498,1/25/2020 0:00,27,0,0,"118.1498,36.3427",
,Shanghai,China,31.202,121.4491,1/25/2020 0:00,33,0,0,"121.4491,31.202",
,Shanxi,China,37.5777,112.2922,1/25/2020 0:00,6,0,0,"112.2922,37.5777",
,Sichuan,China,30.6171,102.7103,1/25/2020 0:00,28,0,0,"102.7103,30.6171",
,Tianjin,China,39.3054,117.323,1/25/2020 0:00,10,0,0,"117.323,39.3054",
,Tibet,China,31.6927,88.0924,1/25/2020 0:00,0,0,0,"88.0924,31.6927",
,Xinjiang,China,41.1129,85.2401,1/25/2020 0:00,3,0,0,"85.2401,41.1129",
,Yunnan,China,24.974,101.487,1/25/2020 0:00,11,0,0,"101.487,24.974",
,Zhejiang,China,29.1832,120.0934,1/25/2020 0:00,62,0,0,"120.0934,29.1832",
, ,Colombia,4.5709,-74.2973,1/25/2020 0:00,0,0,0,"-74.2973,4.5709",
, ,Congo (Brazzaville),-4.0383,21.7587,1/25/2020 0:00,0,0,0,"21.7587,-4.0383",
, ,Congo (Kinshasa),-4.0383,21.7587,1/25/2020 0:00,0,0,0,"21.7587,-4.0383",
, ,Costa Rica,9.7489,-83.7534,1/25/2020 0:00,0,0,0,"-83.7534,9.7489",
, ,Cote d'Ivoire,7.54,-5.5471,1/25/2020 0:00,0,0,0,"-5.5471,7.54",
, ,Croatia,45.1,15.2,1/25/2020 0:00,0,0,0,"15.2,45.1",
, ,Cuba,22,-80,1/25/2020 0:00,0,0,0,"-80,22",
, ,Cyprus,35.1264,33.4299,1/25/2020 0:00,0,0,0,"33.4299,35.1264",
, ,Czechia,49.8175,15.473,1/25/2020 0:00,0,0,0,"15.473,49.8175",
,Faroe Islands,Denmark,61.8926,-6.9118,1/25/2020 0:00,0,0,0,"-6.9118,61.8926",
,Greenland,Denmark,71.7069,-42.6043,1/25/2020 0:00,0,0,0,"-42.6043,71.7069",
, ,Denmark,56.2639,9.5018,1/25/2020 0:00,0,0,0,"9.5018,56.2639",
, ,Diamond Princess,0,0,1/25/2020 0:00,0,0,0,"0,0",
, ,Djibouti,11.8251,42.5903,1/25/2020 0:00,0,0,0,"42.5903,11.8251",
, ,Dominica,15.415,-61.371,1/25/2020 0:00,0,0,0,"-61.371,15.415",
, ,Dominican Republic,18.7357,-70.1627,1/25/2020 0:00,0,0,0,"-70.1627,18.7357",
, ,Ecuador,-1.8312,-78.1834,1/25/2020 0:00,0,0,0,"-78.1834,-1.8312",
, ,Egypt,26,30,1/25/2020 0:00,0,0,0,"30,26",
, ,El Salvador,13.7942,-88.8965,1/25/2020 0:00,0,0,0,"-88.8965,13.7942",
, ,Equatorial Guinea,1.5,10,1/25/2020 0:00,0,0,0,"10,1.5",
, ,Eritrea,15.1794,39.7823,1/25/2020 0:00,0,0,0,"39.7823,15.1794",
, ,Estonia,58.5953,25.0136,1/25/2020 0:00,0,0,0,"25.0136,58.5953",
, ,Eswatini,-26.5225,31.4659,1/25/2020 0:00,0,0,0,"31.4659,-26.5225",
, ,Ethiopia,9.145,40.4897,1/25/2020 0:00,0,0,0,"40.4897,9.145",
, ,Fiji,-17.7134,178.065,1/25/2020 0:00,0,0,0,"178.065,-17.7134",
, ,Finland,64,26,1/25/2020 0:00,0,0,0,"26,64",
,French Guiana,France,3.9339,-53.1258,1/25/2020 0:00,0,0,0,"-53.1258,3.9339",
,French Polynesia,France,-17.6797,149.4068,1/25/2020 0:00,0,0,0,"149.4068,-17.6797",
,Guadeloupe,France,16.25,-61.5833,1/25/2020 0:00,0,0,0,"-61.5833,16.25",
,Martinique,France,14.6415,-61.0242,1/25/2020 0:00,0,0,0,"-61.0242,14.6415",
,Mayotte,France,-12.8275,45.1662,1/25/2020 0:00,0,0,0,"45.1662,-12.8275",
,New Caledonia,France,-20.9043,165.618,1/25/2020 0:00,0,0,0,"165.618,-20.9043",
,Reunion,France,-21.1351,55.2471,1/25/2020 0:00,0,0,0,"55.2471,-21.1351",
,Saint Barthelemy,France,17.9,-62.8333,1/25/2020 0:00,0,0,0,"-62.8333,17.9",
,St Martin,France,18.0708,-63.0501,1/25/2020 0:00,0,0,0,"-63.0501,18.0708",
, ,France,46.2276,2.2137,1/25/2020 0:00,3,0,0,"2.2137,46.2276",
, ,Gabon,-0.8037,11.6094,1/25/2020 0:00,0,0,0,"11.6094,-0.8037",
, ,Gambia,13.4432,-15.3101,1/25/2020 0:00,0,0,0,"-15.3101,13.4432",
, ,Georgia,42.3154,43.3569,1/25/2020 0:00,0,0,0,"43.3569,42.3154",
, ,Germany,51,9,1/25/2020 0:00,0,0,0,"9,51",
, ,Ghana,7.9465,-1.0232,1/25/2020 0:00,0,0,0,"-1.0232,7.9465",
, ,Greece,39.0742,21.8243,1/25/2020 0:00,0,0,0,"21.8243,39.0742",
, ,Grenada,12.1165,-61.679,1/25/2020 0:00,0,0,0,"-61.679,12.1165",
, ,Guatemala,15.7835,-90.2308,1/25/2020 0:00,0,0,0,"-90.2308,15.7835",
, ,Guinea,9.9456,-9.6966,1/25/2020 0:00,0,0,0,"-9.6966,9.9456",
, ,Guinea-Bissau,11.8037,-15.1804,1/25/2020 0:00,0,0,0,"-15.1804,11.8037",
, ,Guyana,5,-58.75,1/25/2020 0:00,0,0,0,"-58.75,5",
, ,Haiti,18.9712,-72.2852,1/25/2020 0:00,0,0,0,"-72.2852,18.9712",
, ,Holy See,41.9029,12.4534,1/25/2020 0:00,0,0,0,"12.4534,41.9029",
, ,India,21,78,1/25/2020 0:00,0,0,0,"78,21",
, ,Indonesia,-0.7893,113.9213,1/25/2020 0:00,0,0,0,"113.9213,-0.7893",
, ,Iran,32,53,1/25/2020 0:00,0,0,0,"53,32",
, ,Iraq,33,44,1/25/2020 0:00,0,0,0,"44,33",
, ,Ireland,53.1424,-7.6921,1/25/2020 0:00,0,0,0,"-7.6921,53.1424",
, ,Israel,31,35,1/25/2020 0:00,0,0,0,"35,31",
, ,Italy,43,12,1/25/2020 0:00,0,0,0,"12,43",
, ,Jamaica,18.1096,-77.2975,1/25/2020 0:00,0,0,0,"-77.2975,18.1096",
, ,Japan,36,138,1/25/2020 0:00,2,0,0,"138,36",
, ,Jordan,31.24,36.51,1/25/2020 0:00,0,0,0,"36.51,31.24",
, ,Kazakhstan,48.0196,66.9237,1/25/2020 0:00,0,0,0,"66.9237,48.0196",
, ,Kenya,-0.0236,37.9062,1/25/2020 0:00,0,0,0,"37.9062,-0.0236",
, ,"Korea, South",36,128,1/25/2020 0:00,2,0,0,"128,36",
, ,Kosovo,42.602636,20.902977,1/25/2020 0:00,0,0,0,"20.902977,42.602636",
, ,Kuwait,29.5,47.75,1/25/2020 0:00,0,0,0,"47.75,29.5",
, ,Kyrgyzstan,41.2044,74.7661,1/25/2020 0:00,0,0,0,"74.7661,41.2044",
, ,Laos,19.85627,102.495496,1/25/2020 0:00,0,0,2,"102.495496,19.85627",
, ,Latvia,56.8796,24.6032,1/25/2020 0:00,0,0,0,"24.6032,56.8796",
, ,Lebanon,33.8547,35.8623,1/25/2020 0:00,0,0,0,"35.8623,33.8547",
, ,Liberia,6.4281,-9.4295,1/25/2020 0:00,0,0,0,"-9.4295,6.4281",
, ,Libya,26.3351,17.228331,1/25/2020 0:00,0,0,0,"17.228331,26.3351",
, ,Liechtenstein,47.14,9.55,1/25/2020 0:00,0,0,0,"9.55,47.14",
, ,Lithuania,55.1694,23.8813,1/25/2020 0:00,0,0,0,"23.8813,55.1694",
, ,Luxembourg,49.8153,6.1296,1/25/2020 0:00,0,0,0,"6.1296,49.8153",
, ,MS Zaandam,0,0,1/25/2020 0:00,0,0,0,"0,0",
, ,Madagascar,-18.7669,46.8691,1/25/2020 0:00,0,0,0,"46.8691,-18.7669",
, ,Malaysia,2.5,112.5,1/25/2020 0:00,3,0,0,"112.5,2.5",
, ,Maldives,3.2028,73.2207,1/25/2020 0:00,0,0,0,"73.2207,3.2028",
, ,Mali,17.570692,-3.996166,1/25/2020 0:00,0,0,2,"-3.996166,17.570692",
, ,Malta,35.9375,14.3754,1/25/2020 0:00,0,0,0,"14.3754,35.9375",
