OID,Province_S,Country_Re,Lat,Lon,date,number_of_cases,number_of_deaths,number_of_recovered,coordinate,
, ,Bahrain,26.0275,50.55,3/23/2020 0:00,377,2,0,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,3/23/2020 0:00,33,3,4,"90.3563,23.685",
,Prince Edward Island,Canada,46.5107,-63.4168,3/22/2020 0:00,3,0,1,"-63.4168,46.5107",
, ,West Bank and Gaza,31.9522,35.2332,3/20/2020 0:00,47,0,0,"35.2332,31.9522",
,Quebec,Canada,52.9399,-73.5491,3/22/2020 0:00,219,4,0,"-73.5491,52.9399",
, ,Barbados,13.1939,-59.5432,3/23/2020 0:00,17,0,2,"-59.5432,13.1939",
,Zhejiang,China,29.1832,120.0934,3/23/2020 0:00,1238,1,1,"120.0934,29.1832",
, ,Cyprus,35.1264,33.4299,3/21/2020 0:00,84,0,0,"33.4299,35.1264",
, ,Jordan,31.24,36.51,3/20/2020 0:00,85,0,0,"36.51,31.24",
, ,Belarus,53.7098,27.9534,3/23/2020 0:00,81,0,1,"27.9534,53.7098",
, ,Czechia,49.8175,15.473,3/21/2020 0:00,995,0,0,"15.473,49.8175",
, ,Oman,21,57,3/23/2020 0:00,66,0,73,"57,21",
, ,Pakistan,30.3753,69.3451,3/23/2020 0:00,875,6,172,"69.3451,30.3753",
, ,Panama,8.538,-80.7821,3/23/2020 0:00,345,6,1222,"-80.7821,8.538",
, ,Papua New Guinea,-6.315,143.9555,3/23/2020 0:00,1,0,10,"143.9555,-6.315",
, ,Paraguay,-23.4425,-58.4438,3/23/2020 0:00,22,1,0,"-58.4438,-23.4425",
, ,Peru,-9.19,-75.0152,3/23/2020 0:00,395,5,2,"-75.0152,-9.19",
, ,Philippines,13,122,3/23/2020 0:00,462,33,3,"122,13",
, ,Poland,51.9194,19.1451,3/23/2020 0:00,749,8,3,"19.1451,51.9194",
, ,Portugal,39.3999,-8.2245,3/23/2020 0:00,2060,23,37,"-8.2245,39.3999",
, ,Qatar,25.3548,51.1839,3/23/2020 0:00,501,0,597,"51.1839,25.3548",
, ,Romania,45.9432,24.9668,3/23/2020 0:00,576,7,4,"24.9668,45.9432",
, ,Russia,60,90,3/23/2020 0:00,438,1,15,"90,60",
, ,Rwanda,-1.9403,29.8739,3/23/2020 0:00,36,0,11,"29.8739,-1.9403",
, ,Saint Kitts and Nevis,17.357822,-62.782998,3/23/2020 0:00,0,0,57,"-62.782998,17.357822",
, ,Saint Lucia,13.9094,-60.9789,3/23/2020 0:00,3,0,54,"-60.9789,13.9094",
, ,Saint Vincent and the Grenadines,12.9843,-61.2872,3/23/2020 0:00,1,0,2,"-61.2872,12.9843",
, ,San Marino,43.9424,12.4578,3/23/2020 0:00,187,20,1,"12.4578,43.9424",
, ,Saudi Arabia,24,45,3/23/2020 0:00,562,0,0,"45,24",
, ,Senegal,14.4974,-14.4524,3/23/2020 0:00,79,0,0,"-14.4524,14.4974",
, ,Serbia,44.0165,21.0059,3/23/2020 0:00,249,3,3,"21.0059,44.0165",
, ,Seychelles,-4.6796,55.492,3/23/2020 0:00,7,0,3,"55.492,-4.6796",
, ,Singapore,1.2833,103.8333,3/23/2020 0:00,509,2,116,"103.8333,1.2833",
, ,Slovakia,48.669,19.699,3/23/2020 0:00,186,0,0,"19.699,48.669",
, ,Slovenia,46.1512,14.9955,3/23/2020 0:00,442,3,0,"14.9955,46.1512",
, ,Somalia,5.1521,46.1996,3/23/2020 0:00,1,0,0,"46.1996,5.1521",
, ,South Africa,-30.5595,22.9375,3/23/2020 0:00,402,0,11,"22.9375,-30.5595",
, ,Spain,40,-4,3/23/2020 0:00,35136,2311,0,"-4,40",
, ,Sri Lanka,7,81,3/23/2020 0:00,97,0,0,"81,7",
, ,Sudan,12.8628,30.2176,3/23/2020 0:00,2,1,0,"30.2176,12.8628",
, ,Suriname,3.9193,-56.0278,3/23/2020 0:00,5,0,10,"-56.0278,3.9193",
, ,Sweden,63,16,3/23/2020 0:00,2046,25,6,"16,63",
, ,Switzerland,46.8182,8.2275,3/23/2020 0:00,8795,120,0,"8.2275,46.8182",
, ,Syria,34.802075,38.996815,3/23/2020 0:00,1,0,5,"38.996815,34.802075",
, ,Taiwan*,23.7,121,3/23/2020 0:00,195,2,0,"121,23.7",
, ,Tanzania,-6.369,34.8888,3/23/2020 0:00,12,0,0,"34.8888,-6.369",
, ,Thailand,15,101,3/23/2020 0:00,721,1,0,"101,15",
, ,Timor-Leste,-8.874217,125.727539,3/23/2020 0:00,1,0,79,"125.727539,-8.874217",
, ,Togo,8.6195,0.8248,3/23/2020 0:00,18,0,0,"0.8248,8.6195",
, ,Trinidad and Tobago,10.6918,-61.2225,3/23/2020 0:00,51,0,1,"-61.2225,10.6918",
, ,Tunisia,34,9,3/23/2020 0:00,89,3,0,"9,34",
, ,Turkey,38.9637,35.2433,3/23/2020 0:00,1529,37,0,"35.2433,38.9637",
, ,US,37.0902,-95.7129,3/23/2020 0:00,43847,557,0,"-95.7129,37.0902",
, ,Uganda,1,32,3/23/2020 0:00,9,0,5700,"32,1",
, ,Ukraine,48.3794,31.1656,3/23/2020 0:00,73,3,0,"31.1656,48.3794",
, ,United Arab Emirates,24,54,3/23/2020 0:00,198,2,0,"54,24",
,Anguilla,United Kingdom,18.2206,-63.0686,3/23/2020 0:00,0,0,0,"-63.0686,18.2206",
,Bermuda,United Kingdom,32.3078,-64.7505,3/23/2020 0:00,6,0,14,"-64.7505,32.3078",
,British Virgin Islands,United Kingdom,18.4207,-64.64,3/23/2020 0:00,0,0,0,"-64.64,18.4207",
,Cayman Islands,United Kingdom,19.3133,-81.2546,3/23/2020 0:00,5,1,6658,"-81.2546,19.3133",
,Channel Islands,United Kingdom,49.3723,-2.3644,3/23/2020 0:00,36,0,2,"-2.3644,49.3723",
,Gibraltar,United Kingdom,36.1408,-5.3536,3/23/2020 0:00,15,0,0,"-5.3536,36.1408",
,Isle of Man,United Kingdom,54.2361,-4.5481,3/23/2020 0:00,13,0,52,"-4.5481,54.2361",
,Montserrat,United Kingdom,16.7425,-62.1874,3/23/2020 0:00,1,0,4,"-62.1874,16.7425",
,Turks and Caicos Islands,United Kingdom,21.694,-71.7979,3/23/2020 0:00,0,0,1,"-71.7979,21.694",
, ,United Kingdom,55.3781,-3.436,3/23/2020 0:00,6650,335,0,"-3.436,55.3781",
, ,Uruguay,-32.5228,-55.7658,3/23/2020 0:00,162,0,0,"-55.7658,-32.5228",
, ,Uzbekistan,41.3775,64.5853,3/23/2020 0:00,46,0,0,"64.5853,41.3775",
, ,Venezuela,6.4238,-66.5897,3/23/2020 0:00,77,0,0,"-66.5897,6.4238",
, ,Vietnam,16,108,3/23/2020 0:00,123,0,0,"108,16",
, ,West Bank and Gaza,31.9522,35.2332,3/23/2020 0:00,59,0,3,"35.2332,31.9522",
, ,Zambia,-15.4167,28.2833,3/23/2020 0:00,3,0,34,"28.2833,-15.4167",
, ,Zimbabwe,-20,30,3/23/2020 0:00,3,1,97,"30,-20",
, ,Afghanistan,33,65,3/24/2020 0:00,74,1,259,"65,33",
, ,Albania,41.1533,20.1683,3/24/2020 0:00,123,5,9,"20.1683,41.1533",
, ,Algeria,28.0339,1.6596,3/24/2020 0:00,264,19,0,"1.6596,28.0339",
, ,Andorra,42.5063,1.5218,3/24/2020 0:00,164,1,2,"1.5218,42.5063",
, ,Angola,-11.2027,17.8739,3/24/2020 0:00,3,0,0,"17.8739,-11.2027",
, ,Zambia,-15.4167,28.2833,3/20/2020 0:00,2,0,3,"28.2833,-15.4167",
,Recovered,Canada,0,0,3/22/2020 0:00,0,0,0,"0,0",
, ,Colombia,4.5709,-74.2973,3/23/2020 0:00,277,3,52,"-74.2973,4.5709",
, ,Antigua and Barbuda,17.0608,-61.7964,3/24/2020 0:00,3,0,0,"-61.7964,17.0608",
, ,Argentina,-38.4161,-63.6167,3/24/2020 0:00,387,6,4,"-63.6167,-38.4161",
, ,Armenia,40.0691,45.0382,3/24/2020 0:00,249,0,2,"45.0382,40.0691",
,Australian Capital Territory,Australia,-35.4735,149.0124,3/24/2020 0:00,39,0,1,"149.0124,-35.4735",
,New South Wales,Australia,-33.8688,151.2093,3/24/2020 0:00,818,7,0,"151.2093,-33.8688",
,Northern Territory,Australia,-12.4634,130.8456,3/24/2020 0:00,6,0,0,"130.8456,-12.4634",
,Queensland,Australia,-28.0167,153.4,3/24/2020 0:00,397,0,11,"153.4,-28.0167",
,South Australia,Australia,-34.9285,138.6007,3/24/2020 0:00,170,0,0,"138.6007,-34.9285",
,Tasmania,Australia,-41.4545,145.9707,3/24/2020 0:00,28,0,2,"145.9707,-41.4545",
,Victoria,Australia,-37.8136,144.9631,3/24/2020 0:00,411,0,1,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,3/24/2020 0:00,175,1,1,"115.8605,-31.9505",
, ,Austria,47.5162,14.5501,3/24/2020 0:00,5283,28,2,"14.5501,47.5162",
, ,Azerbaijan,40.1431,47.5769,3/24/2020 0:00,87,1,0,"47.5769,40.1431",
, ,Bahamas,25.0343,-77.3963,3/24/2020 0:00,5,0,3,"-77.3963,25.0343",
, ,Bahrain,26.0275,50.55,3/24/2020 0:00,392,3,37,"50.55,26.0275",
, ,Bangladesh,23.685,90.3563,3/24/2020 0:00,39,4,0,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,3/24/2020 0:00,18,0,0,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,3/24/2020 0:00,81,0,3,"27.9534,53.7098",
, ,Belgium,50.8333,4,3/24/2020 0:00,4269,122,3,"4,50.8333",
, ,Belize,13.1939,-59.5432,3/24/2020 0:00,1,0,1,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,3/24/2020 0:00,6,0,6,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,3/24/2020 0:00,2,0,23,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,3/24/2020 0:00,29,0,23,"-63.5887,-16.2902",
, ,Bosnia and Herzegovina,43.9159,17.6791,3/24/2020 0:00,166,3,2,"17.6791,43.9159",
, ,Botswana,-22.3285,24.6849,3/24/2020 0:00,0,0,2,"24.6849,-22.3285",
, ,Zimbabwe,-20,30,3/20/2020 0:00,1,0,10,"30,-20",
, ,Afghanistan,33,65,3/21/2020 0:00,24,0,0,"65,33",
, ,Albania,41.1533,20.1683,3/21/2020 0:00,76,2,0,"20.1683,41.1533",
, ,Algeria,28.0339,1.6596,3/21/2020 0:00,139,15,3243,"1.6596,28.0339",
, ,Andorra,42.5063,1.5218,3/21/2020 0:00,88,0,0,"1.5218,42.5063",
, ,Angola,-11.2027,17.8739,3/21/2020 0:00,2,0,0,"17.8739,-11.2027",
, ,Antigua and Barbuda,17.0608,-61.7964,3/21/2020 0:00,1,0,9,"-61.7964,17.0608",
, ,Argentina,-38.4161,-63.6167,3/21/2020 0:00,158,4,3243,"-63.6167,-38.4161",
, ,Armenia,40.0691,45.0382,3/21/2020 0:00,160,0,0,"45.0382,40.0691",
,Australian Capital Territory,Australia,-35.4735,149.0124,3/21/2020 0:00,9,0,0,"149.0124,-35.4735",
,New South Wales,Australia,-33.8688,151.2093,3/21/2020 0:00,436,6,29,"151.2093,-33.8688",
,Northern Territory,Australia,-12.4634,130.8456,3/21/2020 0:00,3,0,0,"130.8456,-12.4634",
,Queensland,Australia,-28.0167,153.4,3/21/2020 0:00,221,0,0,"153.4,-28.0167",
,South Australia,Australia,-34.9285,138.6007,3/21/2020 0:00,67,0,0,"138.6007,-34.9285",
,Tasmania,Australia,-41.4545,145.9707,3/21/2020 0:00,16,0,0,"145.9707,-41.4545",
, ,Belgium,50.8333,4,3/23/2020 0:00,3743,88,0,"4,50.8333",
,Victoria,Australia,-37.8136,144.9631,3/21/2020 0:00,229,0,0,"144.9631,-37.8136",
,Western Australia,Australia,-31.9505,115.8605,3/21/2020 0:00,90,1,0,"115.8605,-31.9505",
, ,Belize,13.1939,-59.5432,3/23/2020 0:00,1,0,10950,"-59.5432,13.1939",
, ,Austria,47.5162,14.5501,3/21/2020 0:00,2814,8,0,"14.5501,47.5162",
,Saskatchewan,Canada,52.9399,-106.4509,3/22/2020 0:00,52,0,0,"-106.4509,52.9399",
, ,Benin,9.3077,2.3158,3/23/2020 0:00,5,0,0,"2.3158,9.3077",
, ,Kazakhstan,48.0196,66.9237,3/20/2020 0:00,49,3,0,"66.9237,48.0196",
, ,Azerbaijan,40.1431,47.5769,3/21/2020 0:00,53,1,21,"47.5769,40.1431",
,Yukon,Canada,64.2823,-135,3/22/2020 0:00,0,0,35,"-135,64.2823",
, ,Congo (Brazzaville),-4.0383,21.7587,3/23/2020 0:00,4,0,2,"21.7587,-4.0383",
, ,Bhutan,27.5142,90.4336,3/23/2020 0:00,2,0,8,"90.4336,27.5142",
,Faroe Islands,Denmark,61.8926,-6.9118,3/21/2020 0:00,92,0,4,"-6.9118,61.8926",
, ,Kenya,-0.0236,37.9062,3/20/2020 0:00,7,0,0,"37.9062,-0.0236",
, ,Bahamas,25.0343,-77.3963,3/21/2020 0:00,4,0,51,"-77.3963,25.0343",
, ,Central African Republic,6.6111,20.9394,3/22/2020 0:00,3,0,3,"20.9394,6.6111",
, ,Congo (Kinshasa),-4.0383,21.7587,3/23/2020 0:00,36,1,0,"21.7587,-4.0383",
,Greenland,Denmark,71.7069,-42.6043,3/21/2020 0:00,2,0,3794,"-42.6043,71.7069",
, ,Bolivia,-16.2902,-63.5887,3/23/2020 0:00,27,0,0,"-63.5887,-16.2902",
, ,"Korea, South",36,128,3/20/2020 0:00,8652,94,0,"128,36",
, ,Bahrain,26.0275,50.55,3/21/2020 0:00,305,1,40,"50.55,26.0275",
, ,Chad,15.4542,18.7322,3/22/2020 0:00,1,0,22,"18.7322,15.4542",
, ,Costa Rica,9.7489,-83.7534,3/23/2020 0:00,158,2,0,"-83.7534,9.7489",
, ,Denmark,56.2639,9.5018,3/21/2020 0:00,1326,13,2,"9.5018,56.2639",
, ,Bosnia and Herzegovina,43.9159,17.6791,3/23/2020 0:00,136,1,2,"17.6791,43.9159",
, ,Kosovo,42.602636,20.902977,3/20/2020 0:00,0,0,6,"20.902977,42.602636",
, ,Bangladesh,23.685,90.3563,3/21/2020 0:00,25,2,30,"90.3563,23.685",
, ,Barbados,13.1939,-59.5432,3/21/2020 0:00,6,0,8913,"-59.5432,13.1939",
, ,Belarus,53.7098,27.9534,3/21/2020 0:00,76,0,75,"27.9534,53.7098",
, ,Belgium,50.8333,4,3/21/2020 0:00,2815,67,5,"4,50.8333",
, ,Belize,13.1939,-59.5432,3/21/2020 0:00,0,0,0,"-59.5432,13.1939",
, ,Benin,9.3077,2.3158,3/21/2020 0:00,2,0,53,"2.3158,9.3077",
, ,Bhutan,27.5142,90.4336,3/21/2020 0:00,2,0,8326,"90.4336,27.5142",
, ,Bolivia,-16.2902,-63.5887,3/21/2020 0:00,19,0,2,"-63.5887,-16.2902",
, ,Bosnia and Herzegovina,43.9159,17.6791,3/21/2020 0:00,93,1,285,"17.6791,43.9159",
, ,Botswana,-22.3285,24.6849,3/21/2020 0:00,0,0,0,"24.6849,-22.3285",
, ,Brazil,-14.235,-51.9253,3/21/2020 0:00,1021,15,1,"-51.9253,-14.235",
, ,Brunei,4.5353,114.7277,3/21/2020 0:00,83,0,0,"114.7277,4.5353",
, ,Bulgaria,42.7339,25.4858,3/21/2020 0:00,163,3,0,"25.4858,42.7339",
, ,Burkina Faso,12.2383,-1.5616,3/21/2020 0:00,64,2,3507,"-1.5616,12.2383",
, ,Burma,21.9162,95.956,3/21/2020 0:00,0,0,0,"95.956,21.9162",
, ,Cabo Verde,16.5388,-23.0418,3/21/2020 0:00,3,0,39,"-23.0418,16.5388",
, ,Cambodia,11.55,104.9167,3/21/2020 0:00,53,0,0,"104.9167,11.55",
, ,Cameroon,3.848,11.5021,3/21/2020 0:00,27,0,1,"11.5021,3.848",
,Alberta,Canada,53.9333,-116.5765,3/21/2020 0:00,195,1,8,"-116.5765,53.9333",
,British Columbia,Canada,49.2827,-123.1207,3/21/2020 0:00,424,10,0,"-123.1207,49.2827",
,Diamond Princess,Canada,0,0,3/21/2020 0:00,0,0,0,"0,0",
,Grand Princess,Canada,37.6489,-122.6655,3/21/2020 0:00,10,0,0,"-122.6655,37.6489",
,Manitoba,Canada,53.7609,-98.8139,3/21/2020 0:00,18,0,0,"-98.8139,53.7609",
,New Brunswick,Canada,46.5653,-66.4619,3/21/2020 0:00,17,0,1,"-66.4619,46.5653",
,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/21/2020 0:00,6,0,6,"-57.6604,53.1355",
,Northwest Territories,Canada,64.8255,-124.8457,3/21/2020 0:00,0,0,10,"-124.8457,64.8255",
,Nova Scotia,Canada,44.682,-63.7443,3/21/2020 0:00,21,0,0,"-63.7443,44.682",
,Ontario,Canada,51.2538,-85.3232,3/21/2020 0:00,377,3,183,"-85.3232,51.2538",
,Prince Edward Island,Canada,46.5107,-63.4168,3/21/2020 0:00,2,0,5,"-63.4168,46.5107",
,Quebec,Canada,52.9399,-73.5491,3/21/2020 0:00,181,5,0,"-73.5491,52.9399",
,Recovered,Canada,0,0,3/21/2020 0:00,0,0,0,"0,0",
,Saskatchewan,Canada,52.9399,-106.4509,3/21/2020 0:00,26,0,2,"-106.4509,52.9399",
,Yukon,Canada,64.2823,-135,3/21/2020 0:00,0,0,3547,"-135,64.2823",
, ,Central African Republic,6.6111,20.9394,3/21/2020 0:00,3,0,0,"20.9394,6.6111",
, ,Chad,15.4542,18.7322,3/21/2020 0:00,1,0,0,"18.7322,15.4542",
, ,Chile,-35.6751,-71.543,3/21/2020 0:00,537,0,4,"-71.543,-35.6751",
,Anhui,China,31.8257,117.2264,3/21/2020 0:00,990,6,2,"117.2264,31.8257",
,Beijing,China,40.1824,116.4142,3/21/2020 0:00,504,8,1,"116.4142,40.1824",
,Chongqing,China,30.0572,107.874,3/21/2020 0:00,576,6,0,"107.874,30.0572",
,Fujian,China,26.0789,117.9874,3/21/2020 0:00,303,1,0,"117.9874,26.0789",
,Gansu,China,37.8099,101.0583,3/21/2020 0:00,134,2,6,"101.0583,37.8099",
,Guangdong,China,23.3417,113.4244,3/21/2020 0:00,1400,8,0,"113.4244,23.3417",
,Guangxi,China,23.8298,108.7881,3/21/2020 0:00,254,2,2,"108.7881,23.8298",
,Guizhou,China,26.8154,106.8748,3/21/2020 0:00,146,2,1,"106.8748,26.8154",
,Hainan,China,19.1959,109.7453,3/21/2020 0:00,168,6,1,"109.7453,19.1959",
,Hebei,China,39.549,116.1306,3/21/2020 0:00,318,6,0,"116.1306,39.549",
,Heilongjiang,China,47.862,127.7615,3/21/2020 0:00,484,13,0,"127.7615,47.862",
,Henan,China,33.882,113.614,3/21/2020 0:00,1273,22,2,"113.614,33.882",
,Hong Kong,China,22.3,114.2,3/21/2020 0:00,273,4,12,"114.2,22.3",
,Hubei,China,30.9756,112.2707,3/21/2020 0:00,67800,3139,0,"112.2707,30.9756",
,Hunan,China,27.6104,111.7088,3/21/2020 0:00,1018,4,0,"111.7088,27.6104",
,Inner Mongolia,China,44.0935,113.9448,3/21/2020 0:00,75,1,2,"113.9448,44.0935",
,Jiangsu,China,32.9711,119.455,3/21/2020 0:00,631,0,1,"119.455,32.9711",
,Jiangxi,China,27.614,115.7221,3/21/2020 0:00,935,1,6,"115.7221,27.614",
,Jilin,China,43.6661,126.1923,3/21/2020 0:00,93,1,17,"126.1923,43.6661",
,Liaoning,China,41.2956,122.6085,3/21/2020 0:00,126,2,18,"122.6085,41.2956",
,Macau,China,22.1667,113.55,3/21/2020 0:00,18,0,1,"113.55,22.1667",
,Ningxia,China,37.2692,106.1655,3/21/2020 0:00,75,0,0,"106.1655,37.2692",
,Qinghai,China,35.7452,95.9956,3/21/2020 0:00,18,0,0,"95.9956,35.7452",
,Shaanxi,China,35.1917,108.8701,3/21/2020 0:00,248,3,1,"108.8701,35.1917",
,Shandong,China,36.3427,118.1498,3/21/2020 0:00,764,7,20,"118.1498,36.3427",
,Shanghai,China,31.202,121.4491,3/21/2020 0:00,380,3,1,"121.4491,31.202",
,Shanxi,China,37.5777,112.2922,3/21/2020 0:00,133,0,22,"112.2922,37.5777",
,Sichuan,China,30.6171,102.7103,3/21/2020 0:00,542,3,41,"102.7103,30.6171",
,Tianjin,China,39.3054,117.323,3/21/2020 0:00,137,3,79,"117.323,39.3054",
,Tibet,China,31.6927,88.0924,3/21/2020 0:00,1,0,22,"88.0924,31.6927",
,Xinjiang,China,41.1129,85.2401,3/21/2020 0:00,76,3,0,"85.2401,41.1129",
,Yunnan,China,24.974,101.487,3/21/2020 0:00,176,2,0,"101.487,24.974",
,Zhejiang,China,29.1832,120.0934,3/21/2020 0:00,1236,1,0,"120.0934,29.1832",
, ,Colombia,4.5709,-74.2973,3/21/2020 0:00,196,0,0,"-74.2973,4.5709",
, ,Congo (Brazzaville),-4.0383,21.7587,3/21/2020 0:00,3,0,4,"21.7587,-4.0383",
, ,Congo (Kinshasa),-4.0383,21.7587,3/21/2020 0:00,23,1,28,"21.7587,-4.0383",
, ,Botswana,-22.3285,24.6849,3/23/2020 0:00,0,0,0,"24.6849,-22.3285",
, ,Kuwait,29.5,47.75,3/20/2020 0:00,159,0,0,"47.75,29.5",
, ,Diamond Princess,0,0,3/21/2020 0:00,712,8,156,"0,0",
, ,Cote d'Ivoire,7.54,-5.5471,3/23/2020 0:00,25,0,13,"-5.5471,7.54",
, ,Chile,-35.6751,-71.543,3/22/2020 0:00,632,1,0,"-71.543,-35.6751",
, ,Brazil,-14.235,-51.9253,3/23/2020 0:00,1924,34,1,"-51.9253,-14.235",
,Anhui,China,31.8257,117.2264,3/22/2020 0:00,990,6,0,"117.2264,31.8257",
,Beijing,China,40.1824,116.4142,3/22/2020 0:00,522,8,2,"116.4142,40.1824",
, ,Brunei,4.5353,114.7277,3/23/2020 0:00,91,0,1,"114.7277,4.5353",
,Chongqing,China,30.0572,107.874,3/22/2020 0:00,577,6,1,"107.874,30.0572",
, ,Croatia,45.1,15.2,3/23/2020 0:00,315,1,0,"15.2,45.1",
, ,Djibouti,11.8251,42.5903,3/21/2020 0:00,1,0,0,"42.5903,11.8251",
, ,Kyrgyzstan,41.2044,74.7661,3/20/2020 0:00,6,0,0,"74.7661,41.2044",
, ,Bulgaria,42.7339,25.4858,3/23/2020 0:00,201,3,2,"25.4858,42.7339",
,Fujian,China,26.0789,117.9874,3/22/2020 0:00,313,1,6,"117.9874,26.0789",
, ,Cuba,22,-80,3/23/2020 0:00,40,1,135,"-80,22",
, ,Dominica,15.415,-61.371,3/21/2020 0:00,0,0,10,"-61.371,15.415",
, ,Laos,19.85627,102.495496,3/20/2020 0:00,0,0,0,"102.495496,19.85627",
, ,Burkina Faso,12.2383,-1.5616,3/23/2020 0:00,99,4,0,"-1.5616,12.2383",
,Gansu,China,37.8099,101.0583,3/22/2020 0:00,136,2,17,"101.0583,37.8099",
, ,Cyprus,35.1264,33.4299,3/23/2020 0:00,116,1,0,"33.4299,35.1264",
, ,Dominican Republic,18.7357,-70.1627,3/21/2020 0:00,112,2,0,"-70.1627,18.7357",
, ,Latvia,56.8796,24.6032,3/20/2020 0:00,111,0,0,"24.6032,56.8796",
, ,Burma,21.9162,95.956,3/23/2020 0:00,0,0,0,"95.956,21.9162",
,Guangdong,China,23.3417,113.4244,3/22/2020 0:00,1413,8,21,"113.4244,23.3417",
, ,Czechia,49.8175,15.473,3/23/2020 0:00,1236,1,681,"15.473,49.8175",
, ,Ecuador,-1.8312,-78.1834,3/21/2020 0:00,506,7,16,"-78.1834,-1.8312",
, ,Lebanon,33.8547,35.8623,3/20/2020 0:00,163,4,0,"35.8623,33.8547",
, ,Cabo Verde,16.5388,-23.0418,3/23/2020 0:00,3,0,3,"-23.0418,16.5388",
,Guangxi,China,23.8298,108.7881,3/22/2020 0:00,254,2,1,"108.7881,23.8298",
,Faroe Islands,Denmark,61.8926,-6.9118,3/23/2020 0:00,118,0,0,"-6.9118,61.8926",
, ,Egypt,26,30,3/21/2020 0:00,294,10,131,"30,26",
, ,Liberia,6.4281,-9.4295,3/20/2020 0:00,2,0,1,"-9.4295,6.4281",
, ,Cambodia,11.55,104.9167,3/23/2020 0:00,87,0,27,"104.9167,11.55",
,Guizhou,China,26.8154,106.8748,3/22/2020 0:00,146,2,0,"106.8748,26.8154",
,Greenland,Denmark,71.7069,-42.6043,3/23/2020 0:00,4,0,15,"-42.6043,71.7069",
, ,El Salvador,13.7942,-88.8965,3/21/2020 0:00,3,0,0,"-88.8965,13.7942",
, ,Libya,26.3351,17.228331,3/20/2020 0:00,0,0,0,"17.228331,26.3351",
, ,Cameroon,3.848,11.5021,3/23/2020 0:00,56,0,0,"11.5021,3.848",
,Hainan,China,19.1959,109.7453,3/22/2020 0:00,168,6,0,"109.7453,19.1959",
, ,Denmark,56.2639,9.5018,3/23/2020 0:00,1450,24,20,"9.5018,56.2639",
, ,Equatorial Guinea,1.5,10,3/21/2020 0:00,6,0,29,"10,1.5",
, ,Liechtenstein,47.14,9.55,3/20/2020 0:00,28,0,10,"9.55,47.14",
,Alberta,Canada,53.9333,-116.5765,3/23/2020 0:00,301,1,0,"-116.5765,53.9333",
,Hebei,China,39.549,116.1306,3/22/2020 0:00,319,6,1,"116.1306,39.549",
, ,Diamond Princess,0,0,3/23/2020 0:00,712,8,0,"0,0",
, ,Eritrea,15.1794,39.7823,3/21/2020 0:00,1,0,0,"39.7823,15.1794",
, ,Lithuania,55.1694,23.8813,3/20/2020 0:00,49,0,24,"23.8813,55.1694",
,British Columbia,Canada,49.2827,-123.1207,3/23/2020 0:00,472,13,2,"-123.1207,49.2827",
,Heilongjiang,China,47.862,127.7615,3/22/2020 0:00,484,13,26,"127.7615,47.862",
, ,Djibouti,11.8251,42.5903,3/23/2020 0:00,3,0,0,"42.5903,11.8251",
, ,Estonia,58.5953,25.0136,3/21/2020 0:00,306,0,52,"25.0136,58.5953",
, ,Luxembourg,49.8153,6.1296,3/20/2020 0:00,484,4,1,"6.1296,49.8153",
,Diamond Princess,Canada,0,0,3/23/2020 0:00,0,1,73,"0,0",
,Henan,China,33.882,113.614,3/22/2020 0:00,1274,22,7,"113.614,33.882",
, ,Dominica,15.415,-61.371,3/23/2020 0:00,2,0,46,"-61.371,15.415",
, ,Eswatini,-26.5225,31.4659,3/21/2020 0:00,1,0,0,"31.4659,-26.5225",
, ,MS Zaandam,0,0,3/20/2020 0:00,0,0,0,"0,0",
,Grand Princess,Canada,37.6489,-122.6655,3/23/2020 0:00,13,0,3,"-122.6655,37.6489",
,Hong Kong,China,22.3,114.2,3/22/2020 0:00,317,4,22,"114.2,22.3",
, ,Dominican Republic,18.7357,-70.1627,3/23/2020 0:00,245,3,0,"-70.1627,18.7357",
, ,Ethiopia,9.145,40.4897,3/21/2020 0:00,9,0,1,"40.4897,9.145",
, ,Madagascar,-18.7669,46.8691,3/20/2020 0:00,3,0,0,"46.8691,-18.7669",
,Manitoba,Canada,53.7609,-98.8139,3/23/2020 0:00,20,0,6,"-98.8139,53.7609",
,Hubei,China,30.9756,112.2707,3/22/2020 0:00,67800,3153,41,"112.2707,30.9756",
,Hunan,China,27.6104,111.7088,3/22/2020 0:00,1018,4,86,"111.7088,27.6104",
,Inner Mongolia,China,44.0935,113.9448,3/22/2020 0:00,75,1,29,"113.9448,44.0935",
,Jiangsu,China,32.9711,119.455,3/22/2020 0:00,633,0,0,"119.455,32.9711",
,Jiangxi,China,27.614,115.7221,3/22/2020 0:00,936,1,0,"115.7221,27.614",
,Jilin,China,43.6661,126.1923,3/22/2020 0:00,93,1,0,"126.1923,43.6661",
,Liaoning,China,41.2956,122.6085,3/22/2020 0:00,127,2,0,"122.6085,41.2956",
